2.0 + 0.0im	0.031 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.032 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.033 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.034 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.035 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.036 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.037 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.038 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.039 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.04 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.041 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.042 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.043 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.044 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.045 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.046 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.047 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.048 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.049 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.05 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.051 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.052 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.053 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.054 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.055 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.056 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.057 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.058 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.059 + 0.0im	-1.0 - 1.0im
2.0 + 0.0im	0.06 + 0.0im	-1.0 - 1.0im
